forecast_id,store_id,store_name,neighborhood,store_type,date,day_of_week,hour,forecast_orders,forecast_drinks,forecast_food_items,actual_orders,actual_drinks,actual_food_items,forecast_error_pct,weather_condition,temperature_f,local_event_flag,event_type,season,demand_level
FC0003526,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-15,Monday,12,133,97,36,140,93,47,5.26,Sunny,58,No,None,Winter,Very High
FC0003527,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-15,Monday,13,146,104,42,140,111,29,-4.11,Sunny,58,No,None,Winter,Very High
FC0003528,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-15,Monday,16,122,92,30,118,85,33,-3.28,Sunny,58,No,None,Winter,Very High
FC0003529,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-15,Monday,17,172,123,49,170,122,48,-1.16,Sunny,58,No,None,Winter,Very High
FC0003530,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-15,Monday,20,43,30,13,45,30,15,4.65,Sunny,58,No,None,Winter,Moderate
FC0003531,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-22,Monday,6,57,40,17,52,40,12,-8.77,Marine Layer,63,No,None,Winter,Moderate
FC0003532,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-22,Monday,7,199,144,55,222,160,62,11.56,Marine Layer,63,No,None,Winter,Very High
FC0003533,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-22,Monday,8,188,136,52,189,127,62,0.53,Marine Layer,63,No,None,Winter,Very High
FC0003534,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-22,Monday,9,115,81,34,106,82,24,-7.83,Marine Layer,63,No,None,Winter,Very High
FC0003535,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-22,Monday,13,83,56,27,84,58,26,1.2,Marine Layer,63,No,None,Winter,High
FC0003536,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-22,Monday,14,125,88,37,128,90,38,2.4,Marine Layer,63,No,None,Winter,Very High
FC0003537,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-22,Monday,17,192,139,53,184,144,40,-4.17,Marine Layer,63,No,None,Winter,Very High
FC0003538,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-22,Monday,19,49,37,12,47,34,13,-4.08,Marine Layer,63,No,None,Winter,Moderate
FC0003539,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-22,Monday,20,29,21,8,28,18,10,-3.45,Marine Layer,63,No,None,Winter,Low
FC0003540,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-22,Monday,21,20,14,6,24,18,6,20.0,Marine Layer,63,No,None,Winter,Low
FC0003541,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-29,Monday,6,46,33,13,44,34,10,-4.35,Partly Cloudy,58,No,None,Winter,Moderate
FC0003542,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-29,Monday,8,230,169,61,226,168,58,-1.74,Partly Cloudy,58,No,None,Winter,Very High
FC0003543,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-29,Monday,9,151,112,39,155,115,40,2.65,Partly Cloudy,58,No,None,Winter,Very High
FC0003544,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-29,Monday,10,103,78,25,105,78,27,1.94,Partly Cloudy,58,No,None,Winter,Very High
FC0003545,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-29,Monday,12,92,70,22,93,70,23,1.09,Partly Cloudy,58,No,None,Winter,High
FC0003546,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-29,Monday,13,142,97,45,140,96,44,-1.41,Partly Cloudy,58,No,None,Winter,Very High
FC0003547,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-29,Monday,15,104,71,33,115,87,28,10.58,Partly Cloudy,58,No,None,Winter,Very High
FC0003548,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-29,Monday,16,103,70,33,110,81,29,6.8,Partly Cloudy,58,No,None,Winter,Very High
FC0003549,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-29,Monday,20,21,16,5,19,13,6,-9.52,Partly Cloudy,58,No,None,Winter,Low
FC0003550,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-29,Monday,21,16,12,4,16,11,5,0.0,Partly Cloudy,58,No,None,Winter,Low
FC0003551,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-05,Monday,7,143,110,33,137,106,31,-4.2,Overcast,60,No,None,Winter,Very High
FC0003552,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-05,Monday,8,334,227,107,348,241,107,4.19,Overcast,60,No,None,Winter,Very High
FC0003553,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-05,Monday,11,62,42,20,71,54,17,14.52,Overcast,60,No,None,Winter,High
FC0003554,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-05,Monday,12,104,71,33,97,71,26,-6.73,Overcast,60,No,None,Winter,High
FC0003555,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-05,Monday,13,117,80,37,127,90,37,8.55,Overcast,60,No,None,Winter,Very High
FC0003556,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-05,Monday,14,100,77,23,109,86,23,9.0,Overcast,60,No,None,Winter,Very High
FC0003557,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-05,Monday,15,88,60,28,93,74,19,5.68,Overcast,60,No,None,Winter,High
FC0003558,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-05,Monday,16,178,130,48,192,139,53,7.87,Overcast,60,No,None,Winter,Very High
FC0003559,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-05,Monday,17,147,110,37,137,107,30,-6.8,Overcast,60,No,None,Winter,Very High
FC0003560,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-05,Monday,19,62,42,20,59,42,17,-4.84,Overcast,60,No,None,Winter,Moderate
FC0003561,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-12,Monday,6,37,25,12,38,26,12,2.7,Partly Cloudy,65,No,None,Winter,Moderate
FC0003562,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-12,Monday,7,169,118,51,168,113,55,-0.59,Partly Cloudy,65,No,None,Winter,Very High
FC0003563,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-12,Monday,8,322,221,101,361,259,102,12.11,Partly Cloudy,65,No,None,Winter,Very High
FC0003564,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-12,Monday,9,174,124,50,193,131,62,10.92,Partly Cloudy,65,No,None,Winter,Very High
FC0003565,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-12,Monday,10,125,95,30,130,96,34,4.0,Partly Cloudy,65,No,None,Winter,Very High
FC0003566,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-12,Monday,11,118,84,34,126,84,42,6.78,Partly Cloudy,65,No,None,Winter,Very High
FC0003567,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-12,Monday,15,91,67,24,100,70,30,9.89,Partly Cloudy,65,No,None,Winter,Very High
FC0003568,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-12,Monday,16,108,79,29,109,83,26,0.93,Partly Cloudy,65,No,None,Winter,Very High
FC0003569,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-12,Monday,19,32,22,10,33,25,8,3.12,Partly Cloudy,65,No,None,Winter,Moderate
FC0003570,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-12,Monday,21,21,14,7,22,15,7,4.76,Partly Cloudy,65,No,None,Winter,Low
FC0003571,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-19,Monday,6,33,23,10,34,25,9,3.03,Marine Layer,62,No,None,Winter,Moderate
FC0003572,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-19,Monday,8,194,145,49,157,115,42,-19.07,Marine Layer,62,No,None,Winter,Very High
FC0003573,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-19,Monday,9,112,86,26,108,76,32,-3.57,Marine Layer,62,No,None,Winter,Very High
FC0003574,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-19,Monday,10,121,85,36,135,89,46,11.57,Marine Layer,62,No,None,Winter,Very High
FC0003575,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-19,Monday,14,88,65,23,103,76,27,17.05,Marine Layer,62,No,None,Winter,Very High
FC0003576,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-19,Monday,15,91,64,27,93,65,28,2.2,Marine Layer,62,No,None,Winter,High
FC0003577,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-19,Monday,17,170,120,50,180,119,61,5.88,Marine Layer,62,No,None,Winter,Very High
FC0003578,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-19,Monday,19,60,42,18,59,42,17,-1.67,Marine Layer,62,No,None,Winter,Moderate
FC0003579,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-19,Monday,20,30,23,7,29,19,10,-3.33,Marine Layer,62,No,None,Winter,Low
FC0003580,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-19,Monday,21,22,15,7,21,15,6,-4.55,Marine Layer,62,No,None,Winter,Low
FC0003581,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-26,Monday,7,111,80,31,97,76,21,-12.61,Marine Layer,66,No,None,Winter,High
FC0003582,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-26,Monday,9,119,87,32,116,91,25,-2.52,Marine Layer,66,No,None,Winter,Very High
FC0003583,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-26,Monday,10,101,74,27,102,77,25,0.99,Marine Layer,66,No,None,Winter,Very High
FC0003584,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-26,Monday,11,71,54,17,75,57,18,5.63,Marine Layer,66,No,None,Winter,High
FC0003585,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-26,Monday,12,99,73,26,104,68,36,5.05,Marine Layer,66,No,None,Winter,Very High
FC0003586,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-26,Monday,13,138,94,44,136,93,43,-1.45,Marine Layer,66,No,None,Winter,Very High
FC0003587,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-26,Monday,15,108,81,27,108,85,23,0.0,Marine Layer,66,No,None,Winter,Very High
FC0003588,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-26,Monday,17,111,85,26,113,79,34,1.8,Marine Layer,66,No,None,Winter,Very High
FC0003589,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-26,Monday,18,51,36,15,53,39,14,3.92,Marine Layer,66,No,None,Winter,Moderate
FC0003590,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-26,Monday,20,25,17,8,27,18,9,8.0,Marine Layer,66,No,None,Winter,Low
FC0003591,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-04,Monday,6,32,24,8,31,21,10,-3.12,Partly Cloudy,69,No,None,Spring,Moderate
FC0003592,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-04,Monday,8,351,265,86,335,258,77,-4.56,Partly Cloudy,69,No,None,Spring,Very High
FC0003593,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-04,Monday,9,122,87,35,122,95,27,0.0,Partly Cloudy,69,No,None,Spring,Very High
FC0003594,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-04,Monday,10,126,95,31,101,77,24,-19.84,Partly Cloudy,69,No,None,Spring,Very High
FC0003595,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-04,Monday,12,117,87,30,104,79,25,-11.11,Partly Cloudy,69,No,None,Spring,Very High
FC0003596,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-04,Monday,13,126,96,30,131,95,36,3.97,Partly Cloudy,69,No,None,Spring,Very High
FC0003597,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-04,Monday,17,148,113,35,169,126,43,14.19,Partly Cloudy,69,No,None,Spring,Very High
FC0003598,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-04,Monday,18,66,49,17,66,49,17,0.0,Partly Cloudy,69,No,None,Spring,High
FC0003599,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-04,Monday,19,40,27,13,41,27,14,2.5,Partly Cloudy,69,No,None,Spring,Moderate
FC0003600,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-04,Monday,21,17,13,4,15,11,4,-11.76,Partly Cloudy,69,No,None,Spring,Low
FC0003601,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-11,Monday,6,34,25,9,37,29,8,8.82,Partly Cloudy,64,No,None,Spring,Moderate
FC0003602,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-11,Monday,9,152,109,43,148,102,46,-2.63,Partly Cloudy,64,No,None,Spring,Very High
FC0003603,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-11,Monday,10,132,90,42,136,89,47,3.03,Partly Cloudy,64,No,None,Spring,Very High
FC0003604,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-11,Monday,11,85,59,26,87,63,24,2.35,Partly Cloudy,64,No,None,Spring,High
FC0003605,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-11,Monday,12,134,99,35,145,115,30,8.21,Partly Cloudy,64,No,None,Spring,Very High
FC0003606,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-11,Monday,13,105,78,27,93,67,26,-11.43,Partly Cloudy,64,No,None,Spring,High
FC0003607,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-11,Monday,14,133,100,33,126,85,41,-5.26,Partly Cloudy,64,No,None,Spring,Very High
FC0003608,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-11,Monday,18,75,55,20,75,55,20,0.0,Partly Cloudy,64,No,None,Spring,High
FC0003609,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-11,Monday,19,38,28,10,39,29,10,2.63,Partly Cloudy,64,No,None,Spring,Moderate
FC0003610,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-11,Monday,21,14,10,4,15,10,5,7.14,Partly Cloudy,64,No,None,Spring,Low
FC0003611,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-18,Monday,7,130,101,29,122,92,30,-6.15,Partly Cloudy,62,No,None,Spring,Very High
FC0003612,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-18,Monday,8,262,202,60,239,187,52,-8.78,Partly Cloudy,62,No,None,Spring,Very High
FC0003613,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-18,Monday,11,134,101,33,127,84,43,-5.22,Partly Cloudy,62,No,None,Spring,Very High
FC0003614,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-18,Monday,12,128,97,31,128,89,39,0.0,Partly Cloudy,62,No,None,Spring,Very High
FC0003615,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-18,Monday,13,102,71,31,107,78,29,4.9,Partly Cloudy,62,No,None,Spring,Very High
FC0003616,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-18,Monday,14,96,66,30,89,63,26,-7.29,Partly Cloudy,62,No,None,Spring,High
FC0003617,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-18,Monday,15,114,83,31,99,71,28,-13.16,Partly Cloudy,62,No,None,Spring,High
FC0003618,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-18,Monday,17,112,78,34,111,76,35,-0.89,Partly Cloudy,62,No,None,Spring,Very High
FC0003619,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-18,Monday,18,77,58,19,84,59,25,9.09,Partly Cloudy,62,No,None,Spring,High
FC0003620,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-18,Monday,20,36,25,11,32,21,11,-11.11,Partly Cloudy,62,No,None,Spring,Moderate
FC0003621,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-25,Monday,8,313,218,95,298,218,80,-4.79,Sunny,62,No,None,Spring,Very High
FC0003622,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-25,Monday,9,103,74,29,117,85,32,13.59,Sunny,62,No,None,Spring,Very High
FC0003623,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-25,Monday,10,91,70,21,101,76,25,10.99,Sunny,62,No,None,Spring,Very High
FC0003624,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-25,Monday,12,99,70,29,106,80,26,7.07,Sunny,62,No,None,Spring,Very High
FC0003625,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-25,Monday,13,123,85,38,121,95,26,-1.63,Sunny,62,No,None,Spring,Very High
FC0003626,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-25,Monday,14,130,94,36,127,91,36,-2.31,Sunny,62,No,None,Spring,Very High
FC0003627,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-25,Monday,15,80,55,25,88,59,29,10.0,Sunny,62,No,None,Spring,High
FC0003628,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-25,Monday,17,99,72,27,90,69,21,-9.09,Sunny,62,No,None,Spring,High
FC0003629,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-25,Monday,20,20,14,6,21,15,6,5.0,Sunny,62,No,None,Spring,Low
FC0003630,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-25,Monday,21,13,9,4,12,8,4,-7.69,Sunny,62,No,None,Spring,Low
FC0003631,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-01,Monday,6,43,30,13,43,34,9,0.0,Marine Layer,70,No,None,Spring,Moderate
FC0003632,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-01,Monday,7,197,138,59,203,160,43,3.05,Marine Layer,70,No,None,Spring,Very High
FC0003633,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-01,Monday,8,230,163,67,270,204,66,17.39,Marine Layer,70,No,None,Spring,Very High
FC0003634,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-01,Monday,9,160,114,46,172,124,48,7.5,Marine Layer,70,No,None,Spring,Very High
FC0003635,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-01,Monday,10,115,80,35,128,92,36,11.3,Marine Layer,70,No,None,Spring,Very High
FC0003636,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-01,Monday,11,64,49,15,64,42,22,0.0,Marine Layer,70,No,None,Spring,High
FC0003637,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-01,Monday,15,94,67,27,96,71,25,2.13,Marine Layer,70,No,None,Spring,High
FC0003638,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-01,Monday,17,143,104,39,148,114,34,3.5,Marine Layer,70,No,None,Spring,Very High
FC0003639,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-01,Monday,18,72,52,20,68,47,21,-5.56,Marine Layer,70,No,None,Spring,High
FC0003640,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-01,Monday,20,41,31,10,45,33,12,9.76,Marine Layer,70,No,None,Spring,Moderate
FC0003641,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-08,Monday,6,58,41,17,59,47,12,1.72,Light Rain,64,No,None,Spring,Moderate
FC0003642,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-08,Monday,8,180,124,56,182,145,37,1.11,Light Rain,64,No,None,Spring,Very High
FC0003643,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-08,Monday,9,162,111,51,157,105,52,-3.09,Light Rain,64,No,None,Spring,Very High
FC0003644,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-08,Monday,10,95,67,28,97,76,21,2.11,Light Rain,64,No,None,Spring,High
FC0003645,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-08,Monday,11,127,89,38,114,79,35,-10.24,Light Rain,64,No,None,Spring,Very High
FC0003646,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-08,Monday,12,102,71,31,111,79,32,8.82,Light Rain,64,No,None,Spring,Very High
FC0003647,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-08,Monday,15,62,43,19,57,38,19,-8.06,Light Rain,64,No,None,Spring,Moderate
FC0003648,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-08,Monday,16,117,90,27,113,74,39,-3.42,Light Rain,64,No,None,Spring,Very High
FC0003649,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-08,Monday,17,117,81,36,128,93,35,9.4,Light Rain,64,No,None,Spring,Very High
FC0003650,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-08,Monday,21,21,15,6,22,16,6,4.76,Light Rain,64,No,None,Spring,Low
FC0003651,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-15,Monday,6,32,24,8,33,23,10,3.12,Sunny,70,No,None,Spring,Moderate
FC0003652,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-15,Monday,8,347,237,110,336,222,114,-3.17,Sunny,70,No,None,Spring,Very High
FC0003653,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-15,Monday,9,175,127,48,155,118,37,-11.43,Sunny,70,No,None,Spring,Very High
FC0003654,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-15,Monday,11,87,62,25,82,56,26,-5.75,Sunny,70,No,None,Spring,High
FC0003655,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-15,Monday,13,86,58,28,70,49,21,-18.6,Sunny,70,No,None,Spring,High
FC0003656,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-15,Monday,15,71,50,21,63,43,20,-11.27,Sunny,70,No,None,Spring,High
FC0003657,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-15,Monday,16,125,94,31,128,93,35,2.4,Sunny,70,No,None,Spring,Very High
FC0003658,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-15,Monday,18,63,46,17,63,49,14,0.0,Sunny,70,No,None,Spring,High
FC0003659,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-15,Monday,19,53,40,13,56,43,13,5.66,Sunny,70,No,None,Spring,Moderate
FC0003660,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-15,Monday,20,23,16,7,22,16,6,-4.35,Sunny,70,No,None,Spring,Low
FC0003661,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-22,Monday,8,322,236,86,351,271,80,9.01,Marine Layer,67,No,None,Spring,Very High
FC0003662,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-22,Monday,9,120,87,33,119,94,25,-0.83,Marine Layer,67,No,None,Spring,Very High
FC0003663,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-22,Monday,11,121,87,34,127,90,37,4.96,Marine Layer,67,No,None,Spring,Very High
FC0003664,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-22,Monday,12,94,71,23,93,71,22,-1.06,Marine Layer,67,No,None,Spring,High
FC0003665,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-22,Monday,13,113,87,26,123,96,27,8.85,Marine Layer,67,No,None,Spring,Very High
FC0003666,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-22,Monday,14,128,96,32,131,97,34,2.34,Marine Layer,67,No,None,Spring,Very High
FC0003667,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-22,Monday,15,118,91,27,132,95,37,11.86,Marine Layer,67,No,None,Spring,Very High
FC0003668,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-22,Monday,17,150,116,34,135,91,44,-10.0,Marine Layer,67,No,None,Spring,Very High
FC0003669,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-22,Monday,18,45,33,12,47,32,15,4.44,Marine Layer,67,No,None,Spring,Moderate
FC0003670,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-22,Monday,21,19,14,5,21,16,5,10.53,Marine Layer,67,No,None,Spring,Low
FC0003671,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-29,Monday,7,195,140,55,233,182,51,19.49,Sunny,66,No,None,Spring,Very High
FC0003672,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-29,Monday,8,195,136,59,184,146,38,-5.64,Sunny,66,No,None,Spring,Very High
FC0003673,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-29,Monday,9,122,90,32,124,82,42,1.64,Sunny,66,No,None,Spring,Very High
FC0003674,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-29,Monday,12,149,102,47,156,106,50,4.7,Sunny,66,No,None,Spring,Very High
FC0003675,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-29,Monday,13,98,75,23,101,70,31,3.06,Sunny,66,No,None,Spring,Very High
FC0003676,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-29,Monday,14,63,49,14,61,44,17,-3.17,Sunny,66,No,None,Spring,High
FC0003677,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-29,Monday,17,100,72,28,94,74,20,-6.0,Sunny,66,No,None,Spring,High
FC0003678,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-29,Monday,18,47,35,12,42,28,14,-10.64,Sunny,66,No,None,Spring,Moderate
FC0003679,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-29,Monday,20,39,27,12,38,26,12,-2.56,Sunny,66,No,None,Spring,Moderate
FC0003680,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-29,Monday,21,25,18,7,22,16,6,-12.0,Sunny,66,No,None,Spring,Low
FC0003681,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-05-06,Monday,6,56,41,15,51,37,14,-8.93,Partly Cloudy,74,No,None,Spring,Moderate
FC0003682,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-05-06,Monday,7,145,105,40,142,110,32,-2.07,Partly Cloudy,74,No,None,Spring,Very High
FC0003683,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-05-06,Monday,10,137,105,32,144,96,48,5.11,Partly Cloudy,74,No,None,Spring,Very High
FC0003684,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-05-06,Monday,11,137,95,42,138,109,29,0.73,Partly Cloudy,74,No,None,Spring,Very High
FC0003685,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-05-06,Monday,12,124,86,38,140,106,34,12.9,Partly Cloudy,74,No,None,Spring,Very High
FC0003686,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-05-06,Monday,13,75,52,23,70,49,21,-6.67,Partly Cloudy,74,No,None,Spring,High
FC0003687,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-05-06,Monday,14,116,88,28,117,92,25,0.86,Partly Cloudy,74,No,None,Spring,Very High
FC0003688,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-05-06,Monday,16,140,99,41,145,98,47,3.57,Partly Cloudy,74,No,None,Spring,Very High
FC0003689,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-05-06,Monday,20,41,30,11,44,35,9,7.32,Partly Cloudy,74,No,None,Spring,Moderate
FC0003690,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-05-06,Monday,21,18,13,5,18,14,4,0.0,Partly Cloudy,74,No,None,Spring,Low
FC0003691,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-05-13,Monday,6,67,49,18,52,38,14,-22.39,Partly Cloudy,66,No,None,Spring,Moderate
FC0003692,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-05-13,Monday,7,140,104,36,134,88,46,-4.29,Partly Cloudy,66,No,None,Spring,Very High
FC0003693,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-05-13,Monday,11,129,96,33,112,78,34,-13.18,Partly Cloudy,66,No,None,Spring,Very High
