shift_id,store_id,store_name,neighborhood,date,day_of_week,shift_start,shift_end,employee_id,employee_role,skill_level,scheduled_hours,availability_status,callout_flag,expected_orders_per_hour,required_staff,scheduled_staff,staffing_gap,staffing_status
SHF0002220,SD008,Starbucks - San Diego Airport,Airport,2024-03-11,Monday,05:00,09:00,EMP00014,Barista,Entry,4,Available,No,37,2,2,0,Balanced
SHF0002221,SD008,Starbucks - San Diego Airport,Airport,2024-03-11,Monday,11:00,15:00,EMP00157,Barista,Intermediate,4,Available,No,53,2,2,0,Balanced
SHF0002222,SD008,Starbucks - San Diego Airport,Airport,2024-03-11,Monday,09:00,13:00,EMP00130,Barista,Senior,4,Available,No,60,3,3,0,Balanced
SHF0002223,SD008,Starbucks - San Diego Airport,Airport,2024-03-18,Monday,10:00,14:00,EMP00188,Barista,Senior,4,Available,No,65,3,3,0,Balanced
SHF0002224,SD008,Starbucks - San Diego Airport,Airport,2024-03-18,Monday,05:00,09:00,EMP00340,Barista,Entry,4,Available,No,26,2,2,0,Balanced
SHF0002225,SD008,Starbucks - San Diego Airport,Airport,2024-03-18,Monday,13:00,17:00,EMP00184,Shift Supervisor,Entry,4,Available,No,49,2,2,0,Balanced
SHF0002226,SD008,Starbucks - San Diego Airport,Airport,2024-03-18,Monday,11:00,15:00,EMP00153,Barista,Entry,4,Available,No,51,2,2,0,Balanced
SHF0002227,SD008,Starbucks - San Diego Airport,Airport,2024-03-18,Monday,11:00,15:00,EMP00490,Barista,Intermediate,4,Available,No,45,2,1,-1,Understaffed
SHF0002228,SD008,Starbucks - San Diego Airport,Airport,2024-03-18,Monday,14:00,18:00,EMP00237,Barista,Senior,4,Available,No,25,2,4,2,Overstaffed
SHF0002229,SD008,Starbucks - San Diego Airport,Airport,2024-03-18,Monday,10:00,14:00,EMP00229,Barista,Intermediate,4,Available,No,56,2,2,0,Balanced
SHF0002230,SD008,Starbucks - San Diego Airport,Airport,2024-03-18,Monday,05:00,09:00,EMP00214,Barista,Entry,4,Available,No,45,2,2,0,Balanced
SHF0002231,SD008,Starbucks - San Diego Airport,Airport,2024-03-18,Monday,13:00,17:00,EMP00046,Barista,Intermediate,4,Available,No,60,3,3,0,Balanced
SHF0002232,SD008,Starbucks - San Diego Airport,Airport,2024-03-25,Monday,06:00,10:00,EMP00486,Barista,Entry,4,Called Out,Yes,28,2,2,0,Balanced
SHF0002233,SD008,Starbucks - San Diego Airport,Airport,2024-03-25,Monday,14:00,18:00,EMP00245,Barista,Senior,4,Available,No,38,2,1,-1,Understaffed
SHF0002234,SD008,Starbucks - San Diego Airport,Airport,2024-03-25,Monday,13:00,17:00,EMP00106,Barista,Senior,4,Available,No,60,3,3,0,Balanced
SHF0002235,SD008,Starbucks - San Diego Airport,Airport,2024-03-25,Monday,07:00,11:00,EMP00055,Barista,Entry,4,Available,No,71,3,5,2,Overstaffed
SHF0002236,SD008,Starbucks - San Diego Airport,Airport,2024-03-25,Monday,05:00,09:00,EMP00181,Barista,Entry,4,Available,No,35,2,2,0,Balanced
SHF0002237,SD008,Starbucks - San Diego Airport,Airport,2024-03-25,Monday,06:00,10:00,EMP00065,Barista,Senior,4,Available,No,40,2,1,-1,Understaffed
SHF0002238,SD008,Starbucks - San Diego Airport,Airport,2024-03-25,Monday,15:00,19:00,EMP00181,Lead Barista,Entry,4,Available,No,36,2,1,-1,Understaffed
SHF0002239,SD008,Starbucks - San Diego Airport,Airport,2024-03-25,Monday,18:00,22:00,EMP00240,Barista,Entry,4,Available,No,38,2,2,0,Balanced
SHF0002240,SD008,Starbucks - San Diego Airport,Airport,2024-03-25,Monday,11:00,15:00,EMP00352,Barista,Entry,4,Available,No,36,2,2,0,Balanced
SHF0002241,SD008,Starbucks - San Diego Airport,Airport,2024-04-01,Monday,05:00,09:00,EMP00080,Barista,Intermediate,4,Available,No,43,2,3,1,Overstaffed
SHF0002242,SD008,Starbucks - San Diego Airport,Airport,2024-04-01,Monday,06:00,10:00,EMP00277,Lead Barista,Entry,4,Available,No,20,2,2,0,Balanced
SHF0002243,SD008,Starbucks - San Diego Airport,Airport,2024-04-01,Monday,11:00,15:00,EMP00047,Barista,Entry,4,Available,No,52,2,1,-1,Understaffed
SHF0002244,SD008,Starbucks - San Diego Airport,Airport,2024-04-01,Monday,05:00,09:00,EMP00306,Barista,Intermediate,4,Available,No,34,2,2,0,Balanced
SHF0002245,SD008,Starbucks - San Diego Airport,Airport,2024-04-01,Monday,10:00,14:00,EMP00183,Barista,Intermediate,4,Available,No,60,3,3,0,Balanced
SHF0002246,SD008,Starbucks - San Diego Airport,Airport,2024-04-01,Monday,05:00,09:00,EMP00475,Barista,Intermediate,4,Available,No,23,2,2,0,Balanced
SHF0002247,SD008,Starbucks - San Diego Airport,Airport,2024-04-01,Monday,07:00,11:00,EMP00035,Barista,Senior,4,Available,No,84,4,4,0,Balanced
SHF0002248,SD008,Starbucks - San Diego Airport,Airport,2024-04-01,Monday,06:00,10:00,EMP00408,Barista,Intermediate,4,Available,No,34,2,4,2,Overstaffed
SHF0002249,SD008,Starbucks - San Diego Airport,Airport,2024-04-01,Monday,07:00,11:00,EMP00121,Barista,Intermediate,4,Available,No,89,4,4,0,Balanced
SHF0002250,SD008,Starbucks - San Diego Airport,Airport,2024-04-01,Monday,17:00,21:00,EMP00062,Shift Supervisor,Intermediate,4,Available,No,22,2,3,1,Overstaffed
SHF0002251,SD008,Starbucks - San Diego Airport,Airport,2024-04-01,Monday,06:00,10:00,EMP00406,Barista,Entry,4,Available,No,32,2,2,0,Balanced
SHF0002252,SD008,Starbucks - San Diego Airport,Airport,2024-04-08,Monday,17:00,21:00,EMP00232,Barista,Intermediate,4,Available,No,38,2,1,-1,Understaffed
SHF0002253,SD008,Starbucks - San Diego Airport,Airport,2024-04-08,Monday,06:00,10:00,EMP00225,Barista,Entry,4,Available,No,42,2,1,-1,Understaffed
SHF0002254,SD008,Starbucks - San Diego Airport,Airport,2024-04-08,Monday,15:00,19:00,EMP00073,Shift Supervisor,Senior,4,Available,No,23,2,2,0,Balanced
SHF0002255,SD008,Starbucks - San Diego Airport,Airport,2024-04-08,Monday,17:00,21:00,EMP00408,Barista,Intermediate,4,Available,No,45,2,1,-1,Understaffed
SHF0002256,SD008,Starbucks - San Diego Airport,Airport,2024-04-08,Monday,07:00,11:00,EMP00237,Barista,Intermediate,4,Available,No,68,3,3,0,Balanced
SHF0002257,SD008,Starbucks - San Diego Airport,Airport,2024-04-08,Monday,11:00,15:00,EMP00021,Barista,Intermediate,4,Available,No,41,2,2,0,Balanced
SHF0002258,SD008,Starbucks - San Diego Airport,Airport,2024-04-08,Monday,07:00,11:00,EMP00160,Barista,Entry,4,Available,No,60,3,1,-2,Understaffed
SHF0002259,SD008,Starbucks - San Diego Airport,Airport,2024-04-08,Monday,13:00,17:00,EMP00311,Barista,Entry,4,Available,No,43,2,2,0,Balanced
SHF0002260,SD008,Starbucks - San Diego Airport,Airport,2024-04-08,Monday,07:00,11:00,EMP00380,Barista,Intermediate,4,Available,No,68,3,3,0,Balanced
SHF0002261,SD008,Starbucks - San Diego Airport,Airport,2024-04-08,Monday,07:00,11:00,EMP00285,Barista,Entry,4,Available,No,75,3,4,1,Overstaffed
SHF0002262,SD008,Starbucks - San Diego Airport,Airport,2024-04-08,Monday,10:00,14:00,EMP00330,Barista,Intermediate,4,Available,No,54,2,1,-1,Understaffed
SHF0002263,SD008,Starbucks - San Diego Airport,Airport,2024-04-08,Monday,10:00,14:00,EMP00005,Barista,Senior,4,Available,No,62,3,3,0,Balanced
SHF0002264,SD008,Starbucks - San Diego Airport,Airport,2024-04-15,Monday,10:00,14:00,EMP00352,Barista,Senior,4,Available,No,43,2,1,-1,Understaffed
SHF0002265,SD008,Starbucks - San Diego Airport,Airport,2024-04-15,Monday,05:00,09:00,EMP00049,Shift Supervisor,Intermediate,4,Available,No,32,2,3,1,Overstaffed
SHF0002266,SD008,Starbucks - San Diego Airport,Airport,2024-04-15,Monday,15:00,19:00,EMP00350,Barista,Entry,4,Available,No,22,2,2,0,Balanced
SHF0002267,SD008,Starbucks - San Diego Airport,Airport,2024-04-15,Monday,09:00,13:00,EMP00372,Shift Supervisor,Entry,4,Available,No,75,3,5,2,Overstaffed
SHF0002268,SD008,Starbucks - San Diego Airport,Airport,2024-04-15,Monday,07:00,11:00,EMP00251,Shift Supervisor,Senior,4,Available,No,62,3,4,1,Overstaffed
SHF0002269,SD008,Starbucks - San Diego Airport,Airport,2024-04-15,Monday,05:00,09:00,EMP00150,Lead Barista,Entry,4,Available,No,34,2,3,1,Overstaffed
SHF0002270,SD008,Starbucks - San Diego Airport,Airport,2024-04-15,Monday,10:00,14:00,EMP00495,Barista,Entry,4,Available,No,40,2,2,0,Balanced
SHF0002271,SD008,Starbucks - San Diego Airport,Airport,2024-04-15,Monday,06:00,10:00,EMP00044,Barista,Intermediate,4,Available,No,45,2,2,0,Balanced
SHF0002272,SD008,Starbucks - San Diego Airport,Airport,2024-04-15,Monday,09:00,13:00,EMP00307,Barista,Senior,4,Available,No,55,2,2,0,Balanced
SHF0002273,SD008,Starbucks - San Diego Airport,Airport,2024-04-22,Monday,13:00,17:00,EMP00353,Shift Supervisor,Entry,4,Available,No,37,2,1,-1,Understaffed
SHF0002274,SD008,Starbucks - San Diego Airport,Airport,2024-04-22,Monday,18:00,22:00,EMP00278,Barista,Senior,4,Available,No,37,2,2,0,Balanced
SHF0002275,SD008,Starbucks - San Diego Airport,Airport,2024-04-22,Monday,17:00,21:00,EMP00353,Barista,Entry,4,Available,No,40,2,4,2,Overstaffed
SHF0002276,SD008,Starbucks - San Diego Airport,Airport,2024-04-22,Monday,05:00,09:00,EMP00125,Barista,Intermediate,4,Available,No,22,2,2,0,Balanced
SHF0002277,SD008,Starbucks - San Diego Airport,Airport,2024-04-22,Monday,09:00,13:00,EMP00112,Barista,Intermediate,4,Available,No,72,3,3,0,Balanced
SHF0002278,SD008,Starbucks - San Diego Airport,Airport,2024-04-22,Monday,14:00,18:00,EMP00154,Barista,Entry,4,Available,No,27,2,1,-1,Understaffed
SHF0002279,SD008,Starbucks - San Diego Airport,Airport,2024-04-22,Monday,14:00,18:00,EMP00460,Barista,Intermediate,4,Available,No,41,2,2,0,Balanced
SHF0002280,SD008,Starbucks - San Diego Airport,Airport,2024-04-22,Monday,10:00,14:00,EMP00034,Barista,Entry,4,Available,No,40,2,4,2,Overstaffed
SHF0002281,SD008,Starbucks - San Diego Airport,Airport,2024-04-22,Monday,05:00,09:00,EMP00450,Barista,Entry,4,Available,No,39,2,2,0,Balanced
SHF0002282,SD008,Starbucks - San Diego Airport,Airport,2024-04-22,Monday,14:00,18:00,EMP00008,Barista,Intermediate,4,Called Out,Yes,36,2,2,0,Balanced
SHF0002283,SD008,Starbucks - San Diego Airport,Airport,2024-04-29,Monday,11:00,15:00,EMP00236,Lead Barista,Intermediate,4,Available,No,42,2,3,1,Overstaffed
SHF0002284,SD008,Starbucks - San Diego Airport,Airport,2024-04-29,Monday,10:00,14:00,EMP00284,Barista,Intermediate,4,Available,No,54,2,2,0,Balanced
SHF0002285,SD008,Starbucks - San Diego Airport,Airport,2024-04-29,Monday,14:00,18:00,EMP00104,Barista,Intermediate,4,Available,No,31,2,2,0,Balanced
SHF0002286,SD008,Starbucks - San Diego Airport,Airport,2024-04-29,Monday,07:00,11:00,EMP00257,Barista,Intermediate,4,Available,No,79,3,3,0,Balanced
SHF0002287,SD008,Starbucks - San Diego Airport,Airport,2024-04-29,Monday,15:00,19:00,EMP00144,Barista,Intermediate,4,Available,No,44,2,1,-1,Understaffed
SHF0002288,SD008,Starbucks - San Diego Airport,Airport,2024-04-29,Monday,11:00,15:00,EMP00283,Barista,Senior,4,Available,No,50,2,2,0,Balanced
SHF0002289,SD008,Starbucks - San Diego Airport,Airport,2024-04-29,Monday,05:00,09:00,EMP00111,Barista,Intermediate,4,Available,No,20,2,2,0,Balanced
SHF0002290,SD008,Starbucks - San Diego Airport,Airport,2024-04-29,Monday,07:00,11:00,EMP00138,Barista,Senior,4,Available,No,77,3,3,0,Balanced
SHF0002291,SD008,Starbucks - San Diego Airport,Airport,2024-04-29,Monday,14:00,18:00,EMP00087,Barista,Senior,4,Available,No,26,2,1,-1,Understaffed
SHF0002292,SD008,Starbucks - San Diego Airport,Airport,2024-04-29,Monday,17:00,21:00,EMP00250,Barista,Entry,4,Available,No,44,2,2,0,Balanced
SHF0002293,SD008,Starbucks - San Diego Airport,Airport,2024-04-29,Monday,05:00,09:00,EMP00194,Barista,Intermediate,4,Available,No,31,2,1,-1,Understaffed
SHF0002294,SD008,Starbucks - San Diego Airport,Airport,2024-04-29,Monday,15:00,19:00,EMP00491,Barista,Senior,4,Available,No,29,2,4,2,Overstaffed
SHF0002295,SD008,Starbucks - San Diego Airport,Airport,2024-05-06,Monday,13:00,17:00,EMP00242,Barista,Entry,4,Available,No,59,2,3,1,Overstaffed
SHF0002296,SD008,Starbucks - San Diego Airport,Airport,2024-05-06,Monday,09:00,13:00,EMP00213,Barista,Intermediate,4,Available,No,63,3,3,0,Balanced
SHF0002297,SD008,Starbucks - San Diego Airport,Airport,2024-05-06,Monday,13:00,17:00,EMP00271,Barista,Intermediate,4,Available,No,45,2,2,0,Balanced
SHF0002298,SD008,Starbucks - San Diego Airport,Airport,2024-05-06,Monday,13:00,17:00,EMP00159,Shift Supervisor,Intermediate,4,Available,No,48,2,1,-1,Understaffed
SHF0002299,SD008,Starbucks - San Diego Airport,Airport,2024-05-06,Monday,17:00,21:00,EMP00130,Barista,Entry,4,Available,No,23,2,2,0,Balanced
SHF0002300,SD008,Starbucks - San Diego Airport,Airport,2024-05-06,Monday,07:00,11:00,EMP00105,Barista,Intermediate,4,Available,No,63,3,4,1,Overstaffed
SHF0002301,SD008,Starbucks - San Diego Airport,Airport,2024-05-06,Monday,05:00,09:00,EMP00022,Barista,Entry,4,Available,No,22,2,2,0,Balanced
SHF0002302,SD008,Starbucks - San Diego Airport,Airport,2024-05-06,Monday,05:00,09:00,EMP00464,Barista,Entry,4,Available,No,24,2,2,0,Balanced
SHF0002303,SD008,Starbucks - San Diego Airport,Airport,2024-05-06,Monday,15:00,19:00,EMP00050,Barista,Entry,4,Available,No,31,2,3,1,Overstaffed
SHF0002304,SD008,Starbucks - San Diego Airport,Airport,2024-05-06,Monday,06:00,10:00,EMP00096,Lead Barista,Intermediate,4,Available,No,32,2,1,-1,Understaffed
SHF0002305,SD008,Starbucks - San Diego Airport,Airport,2024-05-06,Monday,07:00,11:00,EMP00002,Barista,Entry,4,Available,No,63,3,3,0,Balanced
SHF0002306,SD008,Starbucks - San Diego Airport,Airport,2024-05-13,Monday,18:00,22:00,EMP00164,Barista,Senior,4,Available,No,44,2,1,-1,Understaffed
SHF0002307,SD008,Starbucks - San Diego Airport,Airport,2024-05-13,Monday,18:00,22:00,EMP00072,Barista,Intermediate,4,Available,No,37,2,2,0,Balanced
SHF0002308,SD008,Starbucks - San Diego Airport,Airport,2024-05-13,Monday,11:00,15:00,EMP00154,Barista,Intermediate,4,Available,No,40,2,3,1,Overstaffed
SHF0002309,SD008,Starbucks - San Diego Airport,Airport,2024-05-13,Monday,17:00,21:00,EMP00271,Barista,Entry,4,Available,No,44,2,2,0,Balanced
SHF0002310,SD008,Starbucks - San Diego Airport,Airport,2024-05-13,Monday,07:00,11:00,EMP00406,Barista,Entry,4,Available,No,64,3,3,0,Balanced
SHF0002311,SD008,Starbucks - San Diego Airport,Airport,2024-05-13,Monday,09:00,13:00,EMP00452,Barista,Entry,4,Available,No,76,3,5,2,Overstaffed
SHF0002312,SD008,Starbucks - San Diego Airport,Airport,2024-05-13,Monday,18:00,22:00,EMP00195,Barista,Senior,4,Available,No,44,2,2,0,Balanced
SHF0002313,SD008,Starbucks - San Diego Airport,Airport,2024-05-13,Monday,06:00,10:00,EMP00222,Barista,Intermediate,4,Available,No,43,2,2,0,Balanced
SHF0002314,SD008,Starbucks - San Diego Airport,Airport,2024-05-13,Monday,09:00,13:00,EMP00450,Barista,Intermediate,4,Available,No,72,3,3,0,Balanced
SHF0002315,SD008,Starbucks - San Diego Airport,Airport,2024-05-13,Monday,06:00,10:00,EMP00457,Barista,Intermediate,4,Available,No,31,2,2,0,Balanced
SHF0002316,SD008,Starbucks - San Diego Airport,Airport,2024-05-13,Monday,07:00,11:00,EMP00400,Barista,Intermediate,4,Available,No,75,3,3,0,Balanced
SHF0002317,SD008,Starbucks - San Diego Airport,Airport,2024-05-20,Monday,07:00,11:00,EMP00310,Barista,Entry,4,Available,No,59,2,2,0,Balanced
SHF0002318,SD008,Starbucks - San Diego Airport,Airport,2024-05-20,Monday,07:00,11:00,EMP00100,Barista,Entry,4,Available,No,56,2,3,1,Overstaffed
SHF0002319,SD008,Starbucks - San Diego Airport,Airport,2024-05-20,Monday,09:00,13:00,EMP00071,Barista,Intermediate,4,Available,No,57,2,2,0,Balanced
SHF0002320,SD008,Starbucks - San Diego Airport,Airport,2024-05-20,Monday,11:00,15:00,EMP00496,Barista,Entry,4,Available,No,42,2,2,0,Balanced
SHF0002321,SD008,Starbucks - San Diego Airport,Airport,2024-05-20,Monday,10:00,14:00,EMP00124,Barista,Senior,4,Available,No,53,2,2,0,Balanced
SHF0002322,SD008,Starbucks - San Diego Airport,Airport,2024-05-20,Monday,18:00,22:00,EMP00024,Barista,Senior,4,Available,No,45,2,1,-1,Understaffed
SHF0002323,SD008,Starbucks - San Diego Airport,Airport,2024-05-20,Monday,05:00,09:00,EMP00017,Barista,Intermediate,4,Available,No,32,2,2,0,Balanced
SHF0002324,SD008,Starbucks - San Diego Airport,Airport,2024-05-20,Monday,06:00,10:00,EMP00059,Shift Supervisor,Intermediate,4,Called Out,Yes,24,2,2,0,Balanced
SHF0002325,SD008,Starbucks - San Diego Airport,Airport,2024-05-27,Monday,17:00,21:00,EMP00396,Barista,Senior,4,Available,No,40,2,2,0,Balanced
SHF0002326,SD008,Starbucks - San Diego Airport,Airport,2024-05-27,Monday,06:00,10:00,EMP00295,Barista,Entry,4,Available,No,30,2,2,0,Balanced
SHF0002327,SD008,Starbucks - San Diego Airport,Airport,2024-05-27,Monday,07:00,11:00,EMP00077,Barista,Intermediate,4,Available,No,76,3,3,0,Balanced
SHF0002328,SD008,Starbucks - San Diego Airport,Airport,2024-05-27,Monday,06:00,10:00,EMP00120,Barista,Intermediate,4,Available,No,41,2,2,0,Balanced
SHF0002329,SD008,Starbucks - San Diego Airport,Airport,2024-05-27,Monday,09:00,13:00,EMP00412,Barista,Intermediate,4,Available,No,82,4,4,0,Balanced
SHF0002330,SD008,Starbucks - San Diego Airport,Airport,2024-05-27,Monday,06:00,10:00,EMP00411,Barista,Entry,4,Available,No,21,2,2,0,Balanced
SHF0002331,SD008,Starbucks - San Diego Airport,Airport,2024-05-27,Monday,17:00,21:00,EMP00113,Barista,Intermediate,4,Available,No,24,2,1,-1,Understaffed
SHF0002332,SD008,Starbucks - San Diego Airport,Airport,2024-05-27,Monday,17:00,21:00,EMP00159,Barista,Senior,4,Available,No,42,2,2,0,Balanced
SHF0002333,SD008,Starbucks - San Diego Airport,Airport,2024-06-03,Monday,14:00,18:00,EMP00398,Barista,Entry,4,Available,No,27,2,1,-1,Understaffed
SHF0002334,SD008,Starbucks - San Diego Airport,Airport,2024-06-03,Monday,06:00,10:00,EMP00483,Barista,Intermediate,4,Available,No,28,2,1,-1,Understaffed
SHF0002335,SD008,Starbucks - San Diego Airport,Airport,2024-06-03,Monday,05:00,09:00,EMP00487,Barista,Senior,4,Available,No,38,2,2,0,Balanced
SHF0002336,SD008,Starbucks - San Diego Airport,Airport,2024-06-03,Monday,06:00,10:00,EMP00175,Barista,Intermediate,4,Available,No,32,2,3,1,Overstaffed
SHF0002337,SD008,Starbucks - San Diego Airport,Airport,2024-06-03,Monday,09:00,13:00,EMP00210,Barista,Entry,4,Available,No,82,4,5,1,Overstaffed
SHF0002338,SD008,Starbucks - San Diego Airport,Airport,2024-06-03,Monday,09:00,13:00,EMP00283,Shift Supervisor,Senior,4,Available,No,61,3,3,0,Balanced
SHF0002339,SD008,Starbucks - San Diego Airport,Airport,2024-06-03,Monday,17:00,21:00,EMP00330,Barista,Intermediate,4,Available,No,37,2,2,0,Balanced
SHF0002340,SD008,Starbucks - San Diego Airport,Airport,2024-06-03,Monday,14:00,18:00,EMP00384,Shift Supervisor,Entry,4,Available,No,44,2,1,-1,Understaffed
SHF0002341,SD008,Starbucks - San Diego Airport,Airport,2024-06-03,Monday,06:00,10:00,EMP00452,Barista,Entry,4,Available,No,24,2,2,0,Balanced
SHF0002342,SD008,Starbucks - San Diego Airport,Airport,2024-06-03,Monday,10:00,14:00,EMP00226,Barista,Senior,4,Available,No,43,2,1,-1,Understaffed
SHF0002343,SD008,Starbucks - San Diego Airport,Airport,2024-06-10,Monday,11:00,15:00,EMP00417,Barista,Intermediate,4,Available,No,37,2,2,0,Balanced
SHF0002344,SD008,Starbucks - San Diego Airport,Airport,2024-06-10,Monday,18:00,22:00,EMP00351,Shift Supervisor,Senior,4,Available,No,28,2,3,1,Overstaffed
SHF0002345,SD008,Starbucks - San Diego Airport,Airport,2024-06-10,Monday,14:00,18:00,EMP00456,Barista,Senior,4,Available,No,33,2,2,0,Balanced
SHF0002346,SD008,Starbucks - San Diego Airport,Airport,2024-06-10,Monday,17:00,21:00,EMP00201,Barista,Intermediate,4,Available,No,23,2,2,0,Balanced
SHF0002347,SD008,Starbucks - San Diego Airport,Airport,2024-06-10,Monday,09:00,13:00,EMP00034,Barista,Intermediate,4,Available,No,64,3,3,0,Balanced
SHF0002348,SD008,Starbucks - San Diego Airport,Airport,2024-06-10,Monday,06:00,10:00,EMP00005,Lead Barista,Intermediate,4,Available,No,23,2,2,0,Balanced
SHF0002349,SD008,Starbucks - San Diego Airport,Airport,2024-06-10,Monday,17:00,21:00,EMP00120,Lead Barista,Senior,4,Available,No,22,2,2,0,Balanced
SHF0002350,SD008,Starbucks - San Diego Airport,Airport,2024-06-10,Monday,17:00,21:00,EMP00074,Shift Supervisor,Senior,4,Available,No,20,2,2,0,Balanced
SHF0002351,SD008,Starbucks - San Diego Airport,Airport,2024-06-10,Monday,07:00,11:00,EMP00233,Barista,Intermediate,4,Available,No,57,2,4,2,Overstaffed
SHF0002352,SD008,Starbucks - San Diego Airport,Airport,2024-06-10,Monday,09:00,13:00,EMP00446,Barista,Intermediate,4,Available,No,57,2,2,0,Balanced
SHF0002353,SD008,Starbucks - San Diego Airport,Airport,2024-06-10,Monday,18:00,22:00,EMP00481,Barista,Intermediate,4,Available,No,40,2,2,0,Balanced
SHF0002354,SD008,Starbucks - San Diego Airport,Airport,2024-06-10,Monday,06:00,10:00,EMP00351,Barista,Entry,4,Available,No,33,2,1,-1,Understaffed
SHF0002355,SD008,Starbucks - San Diego Airport,Airport,2024-06-17,Monday,05:00,09:00,EMP00335,Barista,Entry,4,Available,No,42,2,2,0,Balanced
SHF0002356,SD008,Starbucks - San Diego Airport,Airport,2024-06-17,Monday,14:00,18:00,EMP00028,Barista,Entry,4,Available,No,34,2,4,2,Overstaffed
SHF0002357,SD008,Starbucks - San Diego Airport,Airport,2024-06-17,Monday,11:00,15:00,EMP00321,Shift Supervisor,Intermediate,4,Available,No,61,3,3,0,Balanced
SHF0002358,SD008,Starbucks - San Diego Airport,Airport,2024-06-17,Monday,11:00,15:00,EMP00154,Barista,Entry,4,Available,No,60,3,3,0,Balanced
SHF0002359,SD008,Starbucks - San Diego Airport,Airport,2024-06-17,Monday,05:00,09:00,EMP00434,Barista,Intermediate,4,Available,No,43,2,2,0,Balanced
SHF0002360,SD008,Starbucks - San Diego Airport,Airport,2024-06-17,Monday,09:00,13:00,EMP00485,Barista,Entry,4,Available,No,79,3,2,-1,Understaffed
SHF0002361,SD008,Starbucks - San Diego Airport,Airport,2024-06-17,Monday,11:00,15:00,EMP00124,Barista,Intermediate,4,Available,No,44,2,2,0,Balanced
SHF0002362,SD008,Starbucks - San Diego Airport,Airport,2024-06-17,Monday,10:00,14:00,EMP00348,Barista,Intermediate,4,Available,No,65,3,3,0,Balanced
SHF0002363,SD008,Starbucks - San Diego Airport,Airport,2024-06-17,Monday,10:00,14:00,EMP00483,Barista,Intermediate,4,Available,No,53,2,3,1,Overstaffed
SHF0002364,SD008,Starbucks - San Diego Airport,Airport,2024-06-24,Monday,09:00,13:00,EMP00486,Barista,Intermediate,4,Available,No,85,4,6,2,Overstaffed
SHF0002365,SD008,Starbucks - San Diego Airport,Airport,2024-06-24,Monday,09:00,13:00,EMP00050,Shift Supervisor,Entry,4,Available,No,65,3,3,0,Balanced
SHF0002366,SD008,Starbucks - San Diego Airport,Airport,2024-06-24,Monday,06:00,10:00,EMP00421,Barista,Entry,4,Available,No,21,2,2,0,Balanced
SHF0002367,SD008,Starbucks - San Diego Airport,Airport,2024-06-24,Monday,06:00,10:00,EMP00419,Shift Supervisor,Entry,4,Available,No,26,2,2,0,Balanced
SHF0002368,SD008,Starbucks - San Diego Airport,Airport,2024-06-24,Monday,06:00,10:00,EMP00056,Barista,Entry,4,Available,No,29,2,3,1,Overstaffed
SHF0002369,SD008,Starbucks - San Diego Airport,Airport,2024-06-24,Monday,11:00,15:00,EMP00179,Barista,Intermediate,4,Available,No,50,2,2,0,Balanced
SHF0002370,SD008,Starbucks - San Diego Airport,Airport,2024-06-24,Monday,09:00,13:00,EMP00167,Barista,Entry,4,Available,No,77,3,3,0,Balanced
SHF0002371,SD008,Starbucks - San Diego Airport,Airport,2024-06-24,Monday,15:00,19:00,EMP00012,Lead Barista,Senior,4,Available,No,24,2,3,1,Overstaffed
SHF0002372,SD008,Starbucks - San Diego Airport,Airport,2024-07-01,Monday,09:00,13:00,EMP00113,Barista,Intermediate,4,Available,No,81,4,5,1,Overstaffed
SHF0002373,SD008,Starbucks - San Diego Airport,Airport,2024-07-01,Monday,11:00,15:00,EMP00117,Shift Supervisor,Intermediate,4,Available,No,47,2,1,-1,Understaffed
SHF0002374,SD008,Starbucks - San Diego Airport,Airport,2024-07-01,Monday,05:00,09:00,EMP00252,Barista,Intermediate,4,Available,No,45,2,1,-1,Understaffed
SHF0002375,SD008,Starbucks - San Diego Airport,Airport,2024-07-01,Monday,14:00,18:00,EMP00344,Barista,Intermediate,4,Available,No,30,2,2,0,Balanced
SHF0002376,SD008,Starbucks - San Diego Airport,Airport,2024-07-01,Monday,07:00,11:00,EMP00001,Barista,Entry,4,Available,No,71,3,3,0,Balanced
SHF0002377,SD008,Starbucks - San Diego Airport,Airport,2024-07-01,Monday,18:00,22:00,EMP00397,Barista,Intermediate,4,Available,No,41,2,3,1,Overstaffed
SHF0002378,SD008,Starbucks - San Diego Airport,Airport,2024-07-01,Monday,15:00,19:00,EMP00414,Barista,Entry,4,Available,No,42,2,1,-1,Understaffed
SHF0002379,SD008,Starbucks - San Diego Airport,Airport,2024-07-01,Monday,09:00,13:00,EMP00252,Barista,Entry,4,Available,No,80,4,4,0,Balanced
SHF0002380,SD008,Starbucks - San Diego Airport,Airport,2024-07-08,Monday,05:00,09:00,EMP00358,Barista,Entry,4,Available,No,39,2,2,0,Balanced
SHF0002381,SD008,Starbucks - San Diego Airport,Airport,2024-07-08,Monday,13:00,17:00,EMP00154,Barista,Entry,4,Available,No,35,2,2,0,Balanced
SHF0002382,SD008,Starbucks - San Diego Airport,Airport,2024-07-08,Monday,17:00,21:00,EMP00461,Barista,Entry,4,Available,No,41,2,3,1,Overstaffed
SHF0002383,SD008,Starbucks - San Diego Airport,Airport,2024-07-08,Monday,18:00,22:00,EMP00053,Barista,Entry,4,Available,No,22,2,2,0,Balanced
