Category,Subcategory,Item,Size,Size_oz,Calories,Fat_g,Saturated_Fat_g,Trans_Fat_g,Carbs_g,Fiber_g,Sugar_g,Protein_g,Sodium_mg,Caffeine_mg,Seasonal,Key_Ingredients,Vegan,Gluten_Free,Notes
Seasonal - Holiday,Chestnut Praline,Chestnut Praline Frappuccino,Tall,12,260,9,6,0,43,0,42,5,165,65,Yes,"Ice, 2% milk, coffee frappuccino syrup, chestnut praline sauce, whipped cream, spiced praline crumbs",No,No,""
Seasonal - Holiday,Chestnut Praline,Chestnut Praline Frappuccino,Grande,16,380,13,9,0,62,0,61,7,240,90,Yes,"Ice, 2% milk, coffee frappuccino syrup, chestnut praline sauce, whipped cream, spiced praline crumbs",No,No,""
Seasonal - Holiday,Toasted White Chocolate,Toasted White Chocolate Mocha,Tall,12,330,12,8,0,53,0,52,12,235,75,Yes,"Espresso, toasted white chocolate mocha sauce, steamed 2% milk, whipped cream",No,Yes,""
Seasonal - Holiday,Toasted White Chocolate,Toasted White Chocolate Mocha,Grande,16,420,15,10,0,68,0,67,15,300,150,Yes,"Espresso, toasted white chocolate mocha sauce, steamed 2% milk, whipped cream",No,Yes,""
Seasonal - Holiday,Toasted White Chocolate,Toasted White Chocolate Mocha,Venti,20,510,18,13,0,82,0,81,18,365,225,Yes,"Espresso, toasted white chocolate mocha sauce, steamed 2% milk, whipped cream",No,Yes,""
Seasonal - Holiday,Toasted White Chocolate,Iced Toasted White Chocolate Mocha,Tall,12,300,11,7,0,47,0,46,9,225,75,Yes,"Espresso, toasted white chocolate mocha sauce, 2% milk, whipped cream, ice",No,Yes,""
Seasonal - Holiday,Toasted White Chocolate,Iced Toasted White Chocolate Mocha,Grande,16,400,14,9,0,62,0,61,12,300,150,Yes,"Espresso, toasted white chocolate mocha sauce, 2% milk, whipped cream, ice",No,Yes,""
Seasonal - Holiday,Toasted White Chocolate,Toasted White Chocolate Mocha Frappuccino,Tall,12,280,9,7,0,48,0,47,5,220,75,Yes,"Ice, 2% milk, coffee frappuccino syrup, toasted white chocolate mocha sauce, whipped cream",No,No,""
Seasonal - Holiday,Toasted White Chocolate,Toasted White Chocolate Mocha Frappuccino,Grande,16,420,14,10,0,71,0,70,8,330,95,Yes,"Ice, 2% milk, coffee frappuccino syrup, toasted white chocolate mocha sauce, whipped cream",No,No,""
Seasonal - Holiday,Sugar Cookie,Sugar Cookie Almondmilk Latte,Tall,12,140,4,0,0,23,0,18,3,155,75,Yes,"Blonde espresso, sugar cookie syrup, almond milk, sprinkles",Yes,Yes,""
Seasonal - Holiday,Sugar Cookie,Sugar Cookie Almondmilk Latte,Grande,16,180,6,0,0,30,0,24,5,200,150,Yes,"Blonde espresso, sugar cookie syrup, almond milk, sprinkles",Yes,Yes,""
Seasonal - Holiday,Sugar Cookie,Sugar Cookie Almondmilk Latte,Venti,20,230,7,0,0,38,0,30,6,255,225,Yes,"Blonde espresso, sugar cookie syrup, almond milk, sprinkles",Yes,Yes,""
Seasonal - Holiday,Sugar Cookie,Iced Sugar Cookie Almondmilk Latte,Tall,12,110,3,0,0,19,0,15,3,150,75,Yes,"Blonde espresso, sugar cookie syrup, almond milk, sprinkles, ice",Yes,Yes,""
Seasonal - Holiday,Sugar Cookie,Iced Sugar Cookie Almondmilk Latte,Grande,16,150,5,0,0,25,0,21,5,195,150,Yes,"Blonde espresso, sugar cookie syrup, almond milk, sprinkles, ice",Yes,Yes,""
Seasonal - Holiday,Sugar Cookie,Iced Sugar Cookie Almondmilk Latte,Venti,24,220,7,0,0,37,0,31,7,290,225,Yes,"Blonde espresso, sugar cookie syrup, almond milk, sprinkles, ice",Yes,Yes,""
Seasonal - Holiday,Sugar Cookie,Sugar Cookie Almondmilk Frappuccino,Tall,12,250,9,6,0,40,0,38,4,170,65,Yes,"Ice, almond milk, coffee frappuccino syrup, sugar cookie syrup, whipped cream, sprinkles",No,No,""
Seasonal - Holiday,Sugar Cookie,Sugar Cookie Almondmilk Frappuccino,Grande,16,370,13,9,0,59,0,57,6,250,90,Yes,"Ice, almond milk, coffee frappuccino syrup, sugar cookie syrup, whipped cream, sprinkles",No,No,""
Seasonal - Holiday,Eggnog,Eggnog Latte,Tall,12,360,14,8,0,49,0,47,12,155,75,Yes,"Espresso, eggnog, steamed 2% milk, nutmeg",No,Yes,"Traditional holiday drink"
Seasonal - Holiday,Eggnog,Eggnog Latte,Grande,16,450,17,10,0,62,0,60,15,195,150,Yes,"Espresso, eggnog, steamed 2% milk, nutmeg",No,Yes,""
Seasonal - Holiday,Eggnog,Eggnog Latte,Venti,20,590,23,13,0,81,0,78,20,255,225,Yes,"Espresso, eggnog, steamed 2% milk, nutmeg",No,Yes,""
Seasonal - Holiday,Eggnog,Iced Eggnog Latte,Tall,12,230,9,5,0,30,0,29,8,105,75,Yes,"Espresso, eggnog, 2% milk, nutmeg, ice",No,Yes,""
Seasonal - Holiday,Eggnog,Iced Eggnog Latte,Grande,16,290,11,7,0,38,0,37,10,135,150,Yes,"Espresso, eggnog, 2% milk, nutmeg, ice",No,Yes,""
Seasonal - Holiday,Gingerbread,Gingerbread Latte,Tall,12,230,7,4,0,38,0,37,10,190,75,Yes,"Espresso, gingerbread syrup, steamed 2% milk, whipped cream",No,Yes,""
Seasonal - Holiday,Gingerbread,Gingerbread Latte,Grande,16,310,10,6,0,50,0,48,14,245,150,Yes,"Espresso, gingerbread syrup, steamed 2% milk, whipped cream",No,Yes,""
Seasonal - Holiday,Gingerbread,Iced Gingerbread Latte,Tall,12,220,7,4,0,34,0,32,9,180,75,Yes,"Espresso, gingerbread syrup, 2% milk, whipped cream, ice",No,Yes,""
Seasonal - Holiday,Gingerbread,Iced Gingerbread Latte,Grande,16,300,9,5,0,45,0,44,12,240,150,Yes,"Espresso, gingerbread syrup, 2% milk, whipped cream, ice",No,Yes,""
Seasonal - Holiday,Gingerbread,Gingerbread Frappuccino,Tall,12,250,9,6,0,41,0,40,5,210,65,Yes,"Ice, 2% milk, coffee frappuccino syrup, gingerbread syrup, whipped cream",No,No,""
Seasonal - Holiday,Gingerbread,Gingerbread Frappuccino,Grande,16,360,14,9,0,59,0,57,7,300,90,Yes,"Ice, 2% milk, coffee frappuccino syrup, gingerbread syrup, whipped cream",No,No,""
Seasonal - Holiday,Gingerbread,Gingerbread Oatmilk Chai,Tall,12,230,5,0,0,44,1,39,6,170,40,Yes,"Chai tea concentrate, oat milk, gingerbread syrup",Yes,Yes,""
Seasonal - Holiday,Gingerbread,Gingerbread Oatmilk Chai,Grande,16,310,6,1,0,58,2,52,8,225,55,Yes,"Chai tea concentrate, oat milk, gingerbread syrup",Yes,Yes,""
Seasonal - Holiday,Gingerbread,Iced Gingerbread Oatmilk Chai,Tall,12,290,6,0,0,54,1,48,7,190,40,Yes,"Chai tea concentrate, oat milk, gingerbread syrup, ice",Yes,Yes,""
Seasonal - Holiday,Gingerbread,Iced Gingerbread Oatmilk Chai,Grande,16,360,7,1,0,70,2,63,9,240,55,Yes,"Chai tea concentrate, oat milk, gingerbread syrup, ice",Yes,Yes,""
Seasonal - Spring,Pistachio,Pistachio Latte,Tall,12,230,9,4,0,33,0,31,11,170,75,Yes,"Espresso, pistachio sauce, steamed 2% milk, salted brown butter topping",No,Yes,""
Seasonal - Spring,Pistachio,Pistachio Latte,Grande,16,320,12,6,0,44,0,42,14,225,150,Yes,"Espresso, pistachio sauce, steamed 2% milk, salted brown butter topping",No,Yes,""
Seasonal - Spring,Pistachio,Pistachio Latte,Venti,20,400,15,7,0,55,0,53,17,280,225,Yes,"Espresso, pistachio sauce, steamed 2% milk, salted brown butter topping",No,Yes,""
Seasonal - Spring,Pistachio,Iced Pistachio Latte,Tall,12,190,8,4,0,26,0,25,9,160,75,Yes,"Espresso, pistachio sauce, 2% milk, salted brown butter topping, ice",No,Yes,""
Seasonal - Spring,Pistachio,Iced Pistachio Latte,Grande,16,260,10,5,0,35,0,33,12,215,150,Yes,"Espresso, pistachio sauce, 2% milk, salted brown butter topping, ice",No,Yes,""
Seasonal - Spring,Pistachio,Pistachio Cream Cold Brew,Tall,12,210,8,5,0,32,0,31,3,180,185,Yes,"Cold brew, pistachio sauce, salted brown butter cream cold foam, ice",No,Yes,""
Seasonal - Spring,Pistachio,Pistachio Cream Cold Brew,Grande,16,250,10,6,0,38,0,37,4,215,275,Yes,"Cold brew, pistachio sauce, salted brown butter cream cold foam, ice",No,Yes,""
Seasonal - Spring,Pistachio,Pistachio Frappuccino,Tall,12,270,10,7,0,43,0,42,5,190,65,Yes,"Ice, 2% milk, coffee frappuccino syrup, pistachio sauce, whipped cream, salted brown butter topping",No,No,""
Seasonal - Spring,Pistachio,Pistachio Frappuccino,Grande,16,380,14,10,0,62,0,61,7,275,90,Yes,"Ice, 2% milk, coffee frappuccino syrup, pistachio sauce, whipped cream, salted brown butter topping",No,No,""
Seasonal - Spring,Pistachio,Pistachio Creme Frappuccino,Tall,12,240,9,7,0,40,0,39,5,185,0,Yes,"Ice, 2% milk, pistachio sauce, whipped cream",No,No,"No caffeine"
Seasonal - Spring,Pistachio,Pistachio Creme Frappuccino,Grande,16,360,14,10,0,59,0,57,7,270,0,Yes,"Ice, 2% milk, pistachio sauce, whipped cream",No,No,""
Seasonal - Winter/Spring,Irish Cream,Irish Cream Cold Brew,Tall,12,150,4,3,0,25,0,24,2,95,155,Yes,"Cold brew, Irish cream syrup, vanilla sweet cream cold foam, ice",No,Yes,""
Seasonal - Winter/Spring,Irish Cream,Irish Cream Cold Brew,Grande,16,200,6,4,0,32,0,31,2,125,205,Yes,"Cold brew, Irish cream syrup, vanilla sweet cream cold foam, ice",No,Yes,""
Seasonal - Winter/Spring,Irish Cream,Irish Cream Cold Brew,Venti,24,240,7,5,0,38,0,37,3,150,310,Yes,"Cold brew, Irish cream syrup, vanilla sweet cream cold foam, ice",No,Yes,""
Seasonal - Winter/Spring,Irish Cream,Irish Cream Cold Brew,Trenta,30,300,9,6,0,47,0,46,4,190,360,Yes,"Cold brew, Irish cream syrup, vanilla sweet cream cold foam, ice",No,Yes,""
Seasonal - Winter/Spring,Irish Cream,Irish Cream Nitro Cold Brew,Tall,12,120,4,3,0,18,0,17,2,95,215,Yes,"Nitro cold brew, Irish cream syrup, vanilla sweet cream cold foam",No,Yes,""
Seasonal - Winter/Spring,Irish Cream,Irish Cream Nitro Cold Brew,Grande,16,200,6,4,0,31,0,30,3,160,280,Yes,"Nitro cold brew, Irish cream syrup, vanilla sweet cream cold foam",No,Yes,""
Seasonal - Winter/Spring,Chocolate Hazelnut,Chocolate Hazelnut Cookie Cold Brew,Tall,12,210,8,5,0,32,0,29,3,190,185,Yes,"Cold brew, chocolate cookie syrup, hazelnut syrup, cookie crumbles, cold foam, ice",No,Yes,""
Seasonal - Winter/Spring,Chocolate Hazelnut,Chocolate Hazelnut Cookie Cold Brew,Grande,16,280,11,7,0,43,0,39,4,250,275,Yes,"Cold brew, chocolate cookie syrup, hazelnut syrup, cookie crumbles, cold foam, ice",No,Yes,""
Seasonal - Winter/Spring,Chocolate Hazelnut,Chocolate Hazelnut Cookie Cold Brew,Venti,24,330,13,8,0,50,0,46,5,295,415,Yes,"Cold brew, chocolate cookie syrup, hazelnut syrup, cookie crumbles, cold foam, ice",No,Yes,""
Add-Ons,Espresso,Extra Shot of Espresso,Per shot,1,5,0,0,0,0,0,0,0,5,75,No,"Espresso",Yes,Yes,"75mg caffeine per shot"
Add-Ons,Espresso,Ristretto Shot,Per shot,1,5,0,0,0,0,0,0,0,5,65,No,"Espresso (shorter pull; sweeter)",Yes,Yes,"Used in Flat White"
Add-Ons,Espresso,Blonde Espresso Shot,Per shot,1,5,0,0,0,0,0,0,0,5,85,No,"Blonde roast espresso",Yes,Yes,"Slightly higher caffeine"
Add-Ons,Espresso,Decaf Espresso Shot,Per shot,1,5,0,0,0,0,0,0,0,5,10,No,"Decaf espresso",Yes,Yes,"<15mg caffeine per shot"
Add-Ons,Syrups,Classic Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,No,"Sugar, water",Yes,Yes,"Default sweetener"
Add-Ons,Syrups,Vanilla Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,No,"Sugar, water, natural vanilla flavor",Yes,Yes,""
Add-Ons,Syrups,Caramel Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,No,"Sugar, water, natural caramel flavor",Yes,Yes,""
Add-Ons,Syrups,Hazelnut Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,No,"Sugar, water, natural hazelnut flavor",Yes,Yes,""
Add-Ons,Syrups,Toffee Nut Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,No,"Sugar, water, natural toffee nut flavor",Yes,Yes,""
Add-Ons,Syrups,Raspberry Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,No,"Sugar, water, natural raspberry flavor",Yes,Yes,""
Add-Ons,Syrups,Cinnamon Dolce Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,No,"Sugar, water, cinnamon, natural flavors",Yes,Yes,""
Add-Ons,Syrups,Brown Sugar Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,No,"Brown sugar, water, natural flavors",Yes,Yes,""
Add-Ons,Syrups,Peach Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,No,"Sugar, water, natural peach flavor",Yes,Yes,""
Add-Ons,Syrups,Peppermint Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,Yes,"Sugar, water, natural peppermint flavor",Yes,Yes,"Holiday seasonal"
Add-Ons,Syrups,Gingerbread Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,Yes,"Sugar, water, ginger, cinnamon, clove, nutmeg",Yes,Yes,"Holiday seasonal"
Add-Ons,Syrups,Chestnut Praline Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,Yes,"Sugar, water, chestnut, praline, natural flavors",Yes,Yes,"Holiday seasonal"
Add-Ons,Syrups,Lavender Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,Yes,"Sugar, water, lavender, natural flavors",Yes,Yes,"Spring seasonal"
Add-Ons,Syrups,Honey Blend,Per pump,0.33,20,0,0,0,6,0,5,0,0,0,No,"Honey, water",Yes,Yes,""
Add-Ons,Syrups,Irish Cream Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,Yes,"Sugar, water, cream, natural flavors",No,Yes,"Holiday seasonal"
Add-Ons,Syrups,Apple Brown Sugar Syrup,Per pump,0.33,20,0,0,0,5,0,5,0,0,0,Yes,"Sugar, water, apple, cinnamon, natural flavors",Yes,Yes,"Fall seasonal"
Add-Ons,Sugar-Free Syrups,Sugar-Free Vanilla Syrup,Per pump,0.33,0,0,0,0,0,0,0,0,0,0,No,"Water, sucralose, natural vanilla flavor",Yes,Yes,"Zero calorie"
Add-Ons,Sugar-Free Syrups,Sugar-Free Cinnamon Dolce Syrup,Per pump,0.33,0,0,0,0,0,0,0,0,0,0,No,"Water, sucralose, cinnamon, natural flavors",Yes,Yes,"Zero calorie"
Add-Ons,Sugar-Free Syrups,Sugar-Free Caramel Syrup,Per pump,0.33,0,0,0,0,0,0,0,0,0,0,No,"Water, sucralose, natural caramel flavor",Yes,Yes,"Zero calorie"
Add-Ons,Sugar-Free Syrups,Sugar-Free Hazelnut Syrup,Per pump,0.33,0,0,0,0,0,0,0,0,0,0,No,"Water, sucralose, natural hazelnut flavor",Yes,Yes,"Zero calorie"
Add-Ons,Sauces,Caramel Sauce Drizzle,Per serving,0.25,15,0,0,0,4,0,3,0,5,0,No,"Sugar, corn syrup, nonfat milk, butter, natural flavors",No,Yes,""
Add-Ons,Sauces,Mocha Sauce,Per pump,0.33,25,1,0,0,5,0,4,0,30,5,No,"Water, sugar, cocoa powder, natural flavors",Yes,Yes,""
Add-Ons,Sauces,White Chocolate Mocha Sauce,Per pump,0.33,30,1,1,0,6,0,6,0,20,0,No,"Sugar, condensed skim milk, coconut oil, natural vanilla flavors",No,Yes,""
Add-Ons,Sauces,Pumpkin Spice Sauce,Per pump,0.33,40,0,0,0,10,0,9,0,50,0,Yes,"Sugar, condensed nonfat milk, pumpkin puree, annatto, spices",No,Yes,"Fall seasonal"
Add-Ons,Sauces,Caramel Brulee Sauce,Per pump,0.33,30,1,1,0,6,0,6,0,10,0,Yes,"Sugar, cream, butter, natural flavors, salt",No,Yes,"Holiday seasonal"
Add-Ons,Sauces,Pistachio Sauce,Per pump,0.33,35,1,0,0,7,0,7,0,20,0,Yes,"Pistachio, sugar, cream, natural flavors",No,Yes,"Spring seasonal"
Add-Ons,Toppings,Whipped Cream (standard),Per serving,0.5,60,6,4,0,1,0,1,0,5,0,No,"Heavy whipping cream, vanilla syrup",No,Yes,""
Add-Ons,Toppings,Vanilla Sweet Cream Cold Foam,Per serving,1,70,5,4,0,8,0,7,1,40,0,No,"Nonfat milk, heavy cream, vanilla syrup",No,Yes,""
Add-Ons,Toppings,Pumpkin Cream Cold Foam,Per serving,1,80,6,4,0,9,0,8,1,85,0,Yes,"Heavy cream, pumpkin spice sauce, vanilla syrup",No,Yes,"Fall seasonal"
Add-Ons,Toppings,Salted Cream Cold Foam,Per serving,1,80,6,4,0,7,0,6,1,70,0,No,"Nonfat milk, heavy cream, caramel syrup, salt",No,Yes,""
Add-Ons,Toppings,Chocolate Cream Cold Foam,Per serving,1,80,6,4,0,8,0,7,1,50,0,No,"Heavy cream, mocha sauce, vanilla syrup",No,Yes,""
Add-Ons,Toppings,Matcha Green Tea Powder (topping),Per scoop,1,25,0,0,0,5,0,4,1,10,35,No,"Matcha green tea powder, sugar",Yes,Yes,""
Add-Ons,Toppings,Pumpkin Pie Spice,Per serving,0.1,0,0,0,0,0,0,0,0,0,0,Yes,"Cinnamon, ginger, nutmeg, clove, allspice",Yes,Yes,"Fall topping"
Add-Ons,Toppings,Cinnamon Dolce Topping,Per serving,0.1,5,0,0,0,1,0,1,0,0,0,No,"Sugar, cinnamon",Yes,Yes,""
Add-Ons,Toppings,Caramel Brulee Topping,Per serving,0.25,15,0,0,0,3,0,3,0,10,0,Yes,"Sugar, cream, caramel",No,Yes,"Holiday seasonal"
Add-Ons,Milk Options,2% Reduced Fat Milk,Per oz,1,15,0.6,0.4,0,1.2,0,1.2,0.8,15,0,No,"2% reduced fat milk",No,Yes,"Default milk at Starbucks"
Add-Ons,Milk Options,Whole Milk,Per oz,1,18,1,0.6,0,1.2,0,1.1,1,13,0,No,"Whole milk",No,Yes,""
Add-Ons,Milk Options,Nonfat Milk,Per oz,1,10,0,0,0,1.5,0,1.4,0.9,15,0,No,"Nonfat skim milk",No,Yes,"Lowest calorie dairy milk"
Add-Ons,Milk Options,Oat Milk,Per oz,1,13,0.5,0,0,1.8,0.2,0.5,0.3,30,0,No,"Oat milk (oats, water, sunflower oil, salt)",Yes,No,"Most popular non-dairy"
Add-Ons,Milk Options,Almond Milk,Per oz,1,4,0.3,0,0,0.5,0.1,0.3,0.1,20,0,No,"Almond milk (almonds, water, vitamins)",Yes,Yes,"Lowest calorie milk"
Add-Ons,Milk Options,Coconut Milk,Per oz,1,7,0.5,0.4,0,0.7,0,0.5,0.1,10,0,No,"Coconut milk (water, coconut cream, cane sugar)",Yes,Yes,""
Add-Ons,Milk Options,Soy Milk,Per oz,1,8,0.5,0.1,0,0.9,0,0.4,0.6,15,0,No,"Soymilk (filtered water, whole soybeans)",Yes,Yes,"OG plant-based option since 1997"
Add-Ons,Milk Options,Heavy Cream,Per oz,1,100,11,7,0,0.5,0,0.5,0.5,5,0,No,"Heavy whipping cream",No,Yes,"High fat option"
Bakery,Croissants,Butter Croissant,One,3.3,250,16,10,0,24,0,5,4,220,0,No,"Enriched flour, butter, eggs, yeast, sugar, salt, milk",No,No,"Classic French-style croissant"
Bakery,Croissants,Chocolate Croissant,One,3.5,300,19,11,0,34,1,12,5,230,5,No,"Enriched flour, butter, chocolate, eggs, yeast, sugar, salt",No,No,""
Bakery,Croissants,Almond Croissant,One,4.1,420,24,12,0,42,2,21,8,350,0,No,"Enriched flour, butter, almond cream filling, sliced almonds, powdered sugar",No,No,"Contains tree nuts"
Bakery,Croissants,Baked Apple Croissant,One,3.5,230,10,5,0,31,1,12,4,160,0,No,"Enriched flour, butter, apples, sugar, cinnamon, yeast, eggs",No,No,""
Bakery,Croissants,Ham & Swiss Croissant,One,3.8,320,17,9,0,28,1,4,15,690,0,No,"Croissant dough, ham, Swiss cheese, Dijon mustard",No,No,"Savory option"
Bakery,Danish,Cheese Danish,One,2.9,290,15,8,0,32,0,14,5,310,0,No,"Enriched flour, cream cheese, butter, sugar, eggs, vanilla, icing",No,No,""
Bakery,Danish,Sugar Plum Cheese Danish,One,3.2,330,16,9,0,40,0,23,5,320,0,Yes,"Enriched flour, cream cheese, plum jam, butter, sugar, eggs, icing",No,No,"Holiday seasonal"
Bakery,Danish,Vanilla Bean Custard Danish,One,2.8,230,10,5,0,31,0,14,4,200,0,No,"Enriched flour, vanilla custard, butter, sugar, eggs, vanilla",No,No,""
Bakery,Scones,Blueberry Scone,One,4.6,410,17,9,0,58,2,22,6,430,0,No,"Enriched flour, butter, blueberries, sugar, cream, eggs, baking powder",No,No,""
Bakery,Scones,Pumpkin Scone,One,4.9,500,25,14,0,63,1,29,6,500,0,Yes,"Enriched flour, butter, pumpkin puree, sugar, cream, eggs, spices, glaze",No,No,"Fall seasonal"
Bakery,Scones,Cranberry Orange Scone,One,3.9,310,11,6,0,48,1,18,5,360,0,No,"Enriched flour, butter, dried cranberries, orange zest, sugar, cream, eggs",No,No,""
Bakery,Scones,Petite Vanilla Bean Scone,One,1.4,130,5,3,0,17,0,6,2,100,0,No,"Enriched flour, butter, sugar, vanilla, cream, eggs, powdered sugar glaze",No,No,"Small size; low calorie for a scone"
Bakery,Loaves,Banana Walnut & Pecan Loaf,One,4,410,22,4,0,49,2,25,7,330,0,No,"Enriched flour, bananas, sugar, vegetable oil, eggs, walnuts, pecans, baking soda",No,No,"Contains tree nuts"
Bakery,Loaves,Iced Lemon Loaf,One,4,450,21,11,0,61,0,40,5,360,0,No,"Enriched flour, sugar, lemon juice, lemon zest, eggs, vegetable oil, cream cheese, lemon icing",No,No,""
Bakery,Loaves,Pumpkin & Pepita Loaf,One,4.2,390,14,2,0,60,1,32,7,380,0,Yes,"Enriched flour, pumpkin puree, sugar, vegetable oil, eggs, pumpkin seeds, spices",No,No,"Fall seasonal"
Bakery,Loaves,Gingerbread Loaf,One,3.8,380,14,7,0,59,1,36,5,360,0,Yes,"Enriched flour, sugar, molasses, ginger, cinnamon, cloves, eggs, vegetable oil, cream cheese icing",No,No,"Holiday seasonal"
Bakery,Muffins,Blueberry Muffin,One,4.1,330,14,3,0,48,1,25,5,340,0,No,"Enriched flour, blueberries, sugar, vegetable oil, eggs, yogurt, lemon zest",No,No,""
Bakery,Muffins,Pumpkin Cream Cheese Muffin,One,4.2,350,14,5,0,51,1,31,5,350,0,Yes,"Enriched flour, pumpkin puree, cream cheese, sugar, vegetable oil, eggs, spices, pepitas",No,No,"Fall seasonal"
Bakery,Coffee Cake,Cinnamon Coffee Cake,One,3.4,380,14,4,0,60,1,32,5,280,0,No,"Enriched flour, butter, sugar, sour cream, eggs, cinnamon streusel topping",No,No,""
Bakery,Bagels,Plain Bagel,One,3.8,290,1,0,0,59,2,5,11,480,0,No,"Enriched flour, water, yeast, salt, barley malt",Yes,No,""
Bakery,Bagels,Everything Bagel,One,3.9,290,2,0,0,57,2,5,11,560,0,No,"Enriched flour, water, sesame seeds, poppy seeds, dried garlic, dried onion, salt, yeast",Yes,No,""
Bakery,Bagels,Sprouted Grain Vegan Bagel,One,4,330,3,0,0,61,3,4,12,490,0,No,"Sprouted wheat flour, enriched flour, water, yeast, salt",Yes,No,"Vegan certified"
Bakery,Cake Pops,Birthday Cake Pop,One,1.2,160,7,4,0,24,0,19,1,65,0,No,"Sugar, enriched flour, vegetable shortening, eggs, cream cheese, vanilla, sprinkles, pink candy coating",No,No,""
Bakery,Cake Pops,Chocolate Cake Pop,One,1.2,150,7,4,0,24,0,18,1,85,5,No,"Sugar, cocoa, enriched flour, vegetable shortening, eggs, chocolate candy coating",No,No,""
Bakery,Cake Pops,Cookies & Cream Cake Pop,One,1.2,140,6,4,0,22,0,16,1,75,0,No,"Sugar, enriched flour, Oreo pieces, vegetable shortening, eggs, cream, white candy coating",No,No,""
Bakery,Cake Pops,Polar Bear Cake Pop,One,1.3,170,8,5,0,25,0,19,1,70,0,Yes,"Sugar, enriched flour, vegetable shortening, vanilla, white chocolate candy coating, black icing details",No,No,"Holiday seasonal 2025"
Bakery,Cookies,Chocolate Chip Cookie,One,2.8,370,18,10,0,50,2,32,4,250,10,No,"Enriched flour, butter, sugar, chocolate chips, eggs, baking soda, salt, vanilla extract",No,No,""
Bakery,Brownies & Bars,Double Chocolate Brownie,One,3.3,480,24,13,0,62,3,42,5,330,20,No,"Sugar, enriched flour, butter, dark chocolate, eggs, cocoa powder, vanilla, chocolate chips",No,No,"Densest calorie bakery item"
Bakery,Brownies & Bars,Marshmallow Dream Bar,One,1.9,230,4,2,0,47,0,25,1,55,0,No,"Marshmallows, crispy rice cereal, butter, vanilla extract",No,Yes,""
Bakery,Brownies & Bars,Cranberry Bliss Bar,One,1.8,290,14,7,0,38,1,27,3,160,0,Yes,"Enriched flour, white chocolate chips, dried cranberries, cream cheese icing, orange zest, eggs, butter",No,No,"Holiday seasonal"
Bakery,Doughnuts,Old-Fashioned Glazed Doughnut,One,3.9,440,21,10,0,60,0,37,5,370,0,No,"Enriched flour, sugar, vegetable shortening, eggs, vanilla glaze, yeast, nutmeg, salt",No,No,""
Bakery,Holiday Bakery,Cinnamon Pull-Apart Bread,One,5,430,18,10,0,62,2,28,7,430,0,Yes,"Enriched flour, butter, cinnamon sugar, cream cheese glaze, yeast, eggs",No,No,"Holiday seasonal 2025"
Breakfast,Egg Sandwiches,Bacon Gouda & Egg Breakfast Sandwich,One,4.3,360,19,9,0,32,1,4,18,820,0,No,"Artisan roll, applewood-smoked bacon, aged gouda cheese, fried egg, egg whites",No,No,""
Breakfast,Egg Sandwiches,Double-Smoked Bacon Cheddar & Egg Sandwich,One,4.6,500,27,12,0,43,2,4,22,940,0,No,"English muffin, double-smoked bacon, cheddar cheese, whole egg",No,No,""
Breakfast,Egg Sandwiches,Sausage Cheddar & Egg Sandwich,One,5,480,27,12,0,43,2,4,21,860,0,No,"English muffin, pork sausage patty, cheddar cheese, whole egg",No,No,""
Breakfast,Egg Sandwiches,Turkey Bacon Cheddar & Egg White Sandwich,One,4,230,6,3,0,31,2,4,17,560,0,No,"English muffin, turkey bacon, reduced-fat white cheddar, egg whites, spinach",No,No,"Lower calorie option"
Breakfast,Egg Sandwiches,Impossible Breakfast Sandwich,One,5.9,420,19,9,0,43,3,4,27,1010,0,No,"English muffin, Impossible pork sausage (soy protein), cheddar cheese, cage-free egg",No,No,"Plant-based sausage"
Breakfast,Egg Sandwiches,Chicken Maple Butter & Egg Sandwich,One,5,450,17,7,0,45,2,11,25,760,0,No,"English muffin, fried chicken, maple butter, whole egg, aged cheddar",No,No,""
Breakfast,Wraps,Spinach Feta & Egg White Wrap,One,5.8,290,10,3,0,34,3,4,20,840,0,No,"Whole wheat wrap, egg whites, spinach, feta cheese, tomatoes, onion, basil pesto",No,No,""
Breakfast,Wraps,Bacon Sausage & Egg Wrap,One,7.2,640,33,12,0,58,3,4,28,1440,0,No,"Whole wheat wrap, applewood-smoked bacon, pork sausage, whole egg, hash brown, cheddar, salsa verde",No,No,"Highest calorie breakfast item"
